uf,endereco,cidade,bairro,latitude,longitude,data_ocorrencia,hora_ocorrencia,presenca_agentes,acao_policial,unidades_policiais,motivo_principal,outros_recortes,tipo,situacao,idade,faixa_etaria,raca,genero,local,circunstancias_vitima,qualificacoes_vitima,status_servico,status_politico,posicao_politico,partido_político,posicao_agente,coorporacao_agente,status_agente,tipo_pessoa
Rio de Janeiro,"Avenida João XXIII - Santa Cruz, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,SANTA CRUZ,-22.9030441,-43.7177608,2024-10-07,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,30.0,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida João XXIII - Santa Cruz, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,SANTA CRUZ,-22.9030441,-43.7177608,2024-10-07,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Fundão - Península de Joanes - Lobato, Salvador - BA, Brasil",SALVADOR,LOBATO,-12.927258677801015,-38.48737962724574,2024-10-07,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Outros,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Ana Luísa - Cabuçu, Nova Iguaçu - RJ, Brasil",NOVA IGUAÇU,CABUCU,-22.7847323,-43.551027,2024-10-07,13:00:00,Não,Não,,Homicidio/Tentativa,Bar,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Bar,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Residencial Reserva Pitanga - R. Nilson Monteiro - Agamenon Magalhães, Igarassu - PE, 53625, Brasil",IGARASSU,AGAMENON,-7.843683519509618,-34.9260804423605,2024-10-07,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida Beira Rio - São Bernardo, Belford Roxo - RJ, Brasil",BELFORD ROXO,SAO BERNARDO,-22.7305425,-43.3889179,2024-10-06,20:00:00,Sim,Não,,Homicidio/Tentativa,,Pessoa,Morta,36.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Cabo,Polícia Militar,Fora de serviço,Agente
Pernambuco,"Rua Nestor Pantaleão Câmara - Santa Rita, Igarassu - PE, Brasil",IGARASSU,SANTA RITA,-7.8326994,-34.901175,2024-10-07,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,31.0,Adulto,Não identificado,Homem cis,Barbearia,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua Nestor Pantaleão Câmara - Santa Rita, Igarassu - PE, Brasil",IGARASSU,SANTA RITA,-7.8326994,-34.901175,2024-10-07,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,30.0,Adulto,Não identificado,Homem cis,Barbearia,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Mata Escura, Salvador - BA, Brasil",SALVADOR,MATA ESCURA,-12.92816998864159,-38.458068564789045,2024-10-07,08:00:00,Sim,Sim,RONDESP CENTRAL  e  CIPT,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Ilha do Joaneiro, R. Alice Gomes - Campo Grande, Recife - PE, 52031-212, Brasil",RECIFE,CAMPO GRANDE,-8.036684216546426,-34.88085476138465,2024-10-07,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,37.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Ilha do Joaneiro, R. Alice Gomes - Campo Grande, Recife - PE, 52031-212, Brasil",RECIFE,CAMPO GRANDE,-8.036684216546426,-34.88085476138465,2024-10-07,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,29.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto Sol Nascente, Olinda - PE, Brasil",OLINDA,ALTO DO SOL NASCENTE,-7.980807800000001,-34.9054677,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,40.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Formosa - Jardim Guanabara, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,JARDIM GUANABARA,-22.8174022,-43.1909785,2024-10-07,10:00:00,Sim,Não,,Homicidio/Tentativa,Ataques armados sobre rodas,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Cabo,Polícia Militar,Aposentado / exonerado,Agente
Pernambuco,"Comunidade V8 - Varadouro, Olinda - PE, 53270-320, Brasil",OLINDA,VARADOURO,-8.019115,-34.85932,2024-09-27,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Mulher cis,Automóvel,Sem identificação,Motorista de aplicativo,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Praça da Independência - Santo Antônio, Recife - PE, 50010-000, Brasil",RECIFE,SANTO ANTONIO,-8.06423183127656,-34.878025061106065,2024-10-04,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,21.0,Adulto,Não identificado,Homem cis,Outros,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto do Cristo - Av. Governador Agamenon Magalhães - Cavaleiro, Jaboatão dos Guararapes - PE, 54410-360, Brasil",JABOATAO DOS GUARARAPES,CAVALEIRO,-8.087241157385181,-34.97520654551994,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua Professor Pedro Augusto Carneiro Leão - Imbiribeira, Recife - PE, 51160-210, Brasil",RECIFE,IMBIRIBEIRA,-8.119042609622317,-34.90962267090331,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Av. Nazaré - Ricardo de Albuquerque, Rio de Janeiro - RJ, 21620-200, Brasil",RIO DE JANEIRO,RICARDO DE ALBUQUERQUE,-22.8396885,-43.3981375,2024-10-05,15:00:00,Sim,Sim,NI,Ação policial,,Pessoa,Ferida,,Adulto,Negra,Homem cis,Sem identificação,Bala perdida,Outros,De folga,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Rio Botafogo - Marcos Freire, Jaboatão dos Guararapes - PE, 54280-402, Brasil",JABOATAO DOS GUARARAPES,MARCOS FREIRE,-8.145293585415367,-34.97844324130892,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,37.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Cohab III (do meio) - Av. Um - Vila Rica, Jaboatão dos Guararapes - PE, 54100-425, Brasil",JABOATAO DOS GUARARAPES,VILA RICA,-8.122221350100022,-35.02722542914063,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,27.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"RJ-104 - Marambaia, São Gonçalo - RJ, 24727-265, Brasil",SÃO GONÇALO,MARAMBAIA,-22.791763550738672,-42.944173324498,2024-10-06,23:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Outros,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Bom Conselho, Cabo de Santo Agostinho - PE, Brasil",CABO DE SANTO AGOSTINHO,BOM CONSELHO,-8.2382029,-34.9788592,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,17.0,Adolescente,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. do Redentor - João Paulo II, Camaragibe - PE, 54777, Brasil",CAMARAGIBE,JOAO PAULO II,-8.00874200128905,-35.00302329922721,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,18.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Caçote, Recife - PE, Brasil",RECIFE,CACOTE,-8.1014911,-34.9327449,2024-10-05,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,32.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia," Sussuarana, Salvador - BA, Brasil",SALVADOR,SUSSUARANA,-12.9359095,-38.4453034,2024-10-06,20:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. José Ferreira, Saboeiro, Salvador - BA, 41180-410, Brasil",SALVADOR,SABOEIRO,-12.958408225067128,-38.44658186072563,2024-10-06,14:00:00,Não,Não,,Briga,,Pessoa,Morta,45.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Outros,De folga,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Gleba e, Camaçari - BA, Brasil",CAMACARI,GLEBA E,-12.7212493,-38.3328009,2024-10-06,14:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,28.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Abel de Alvarenga - Chatuba, Mesquita - RJ, Brasil",MESQUITA,CHATUBA,-22.7998684,-43.4355411,2024-10-06,02:00:00,Não,Não,,Não identificado,,Pessoa,Morta,46.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua da Rotula, Simões Filho 1, Simões Filho - BA, Brasil",SIMOES FILHO,SIMOES FILHO I,-12.785192821598317,-38.3707067613978,2024-10-06,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. do Jenipapeiro, Inferninho- Mata Escura, Salvador - BA, Brasil",SALVADOR,MATA ESCURA,-12.9285944236223,-38.4593312585543,2024-10-06,14:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,19.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Garibaldo Prince, Pomar do Rio, Portão - Lauro de Freitas - Bahia, Brasil",LAURO DE FREITAS,PORTAO,-12.865024957209426,-38.30027941614389,2024-10-06,12:40:00,Sim,Sim,PM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Garibaldo Prince, Pomar do Rio, Portão - Lauro de Freitas - Bahia, Brasil",LAURO DE FREITAS,PORTAO,-12.865024957209426,-38.30027941614389,2024-10-06,12:40:00,Sim,Sim,PM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Garibaldo Prince, Pomar do Rio, Portão - Lauro de Freitas - Bahia, Brasil",LAURO DE FREITAS,PORTAO,-12.865024957209426,-38.30027941614389,2024-10-06,12:40:00,Sim,Sim,PM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Garibaldo Prince, Pomar do Rio, Portão - Lauro de Freitas - Bahia, Brasil",LAURO DE FREITAS,PORTAO,-12.865024957209426,-38.30027941614389,2024-10-06,12:40:00,Sim,Sim,PM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Brasilina - Vila Verde, Belford Roxo - RJ, Brasil",BELFORD ROXO,PAULINE,-22.7248847,-43.3633176,2024-10-05,22:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,25.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Vicente Celestino, Marechal Rondon, Salvador - BA",SALVADOR,MARECHAL RONDON,-12.913252021367114,-38.46935589339739,2024-10-05,13:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Barbearia,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Beira Rio,  Beira Rio (Km17), Bairro 17 - Itapuã, Salvador - BA",SALVADOR,ITAPUA,-12.938686574889182,-38.36771357116434,2024-10-05,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,IAPI - Salvador - BA,SALVADOR,IAPI,-12.954981510142368,-38.48189610859578,2024-10-04,20:00:00,Não,Não,,Briga,,Pessoa,Ferida,,Adulto,Não identificado,Mulher cis,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Nova do Sossego, Coreia - Cosme de Farias, Salvador - BA",SALVADOR,COSME DE FARIAS,-12.982669591053725,-38.488914928835655,2024-10-05,09:00:00,Sim,Sim,RONDESP ATLÂNTICO,Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favelão - Gardênia Azul, Rio de Janeiro - RJ, 22765-525, Brasil",RIO DE JANEIRO,GARDENIA AZUL,-22.9580547,-43.3547908,2024-10-04,00:00:00,Sim,Sim, 18º BPM e CPA,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Não identificado,Polícia Militar,Em serviço,Agente
Bahia,"R. Nova do Natal - Bairro do Natal, Camaçari - BA, Brasil",CAMACARI,NATAL,-12.696118099066384,-38.31959175582077,2024-10-04,22:00:00,Sim,Sim,"PM (RONDESP/RMS), 36CIPM,  PM (CIPE/POLO)",Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Sitio Uva ll -Ouro Preto, Olinda - PE, 53300-380, Brasil",OLINDA,OURO PRETO,-7.9984038,-34.8736812,2024-10-04,22:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,30.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. São Lázaro, Camaçari de Dentro, Camaçari - BA, 42804-527, Brasil",CAMACARI,CAMACARI DE DENTRO,-12.701498666085456,-38.333931557700026,2024-10-04,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco," Afogados, Recife - PE, 50770-120, Brasil",RECIFE,AFOGADOS,-8.0781241,-34.9069464,2024-10-03,17:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Carcará, Catiri, Bangu, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BANGU,-22.8486979,-43.4611742,2024-10-04,13:00:00,Não,Não,,Ataque a civis,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Vasco da Gama - Engenho Velho de Brotas, Salvador - BA, Brasil ",SALVADOR,ENGENHO VELHO DE BROTAS,-12.985419726191113,-38.504954584081126,2024-10-04,13:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia," São Marcos, Salvador - BA, Brasil",SALVADOR,SAO MARCOS,-12.925395940958076,-38.439050418581125,2024-10-04,12:30:00,Sim,Sim,RONDESP CENTRAL,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Vila dos Milagres - BR-101 - Ibura, Recife - PE, 50790-640, Brasil",RECIFE,IBURA,-8.118821626974956,-34.943231595034085,2024-10-03,19:40:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,40.0,Adulto,Branca,Homem cis,Transporte público,Sem identificação,Outros,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Gen. Cristóvão Colombo de Souza - Afogados, Recife - PE, 50770-140, Brasil",RECIFE,AFOGADOS,-8.078978620980552,-34.90621683973531,2024-10-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,30.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Muribequinha, Jaboatão dos Guararapes - PE, Brasil",JABOATAO DOS GUARARAPES,MURIBEQUINHA,-8.1258087,-35.003015,2024-10-03,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,44.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"UR-11 - R. Vinte e Três - Zumbi do Pacheco - Jaboatão dos Guararapes - PE, 54290-101, Brasil",JABOATAO DOS GUARARAPES,ZUMBI DO PACHECO,-8.132233032357885,-34.968250559030125,2024-10-03,00:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,25.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Heitor Carrilho - Cidade Nova, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,CIDADE NOVA,-22.9131882,-43.199445,2024-10-04,06:30:00,Sim,Não,,Tentativa/Roubo,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Heitor Carrilho - Cidade Nova, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,CIDADE NOVA,-22.9131882,-43.199445,2024-10-04,06:30:00,Sim,Não,,Tentativa/Roubo,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Não identificado,Polícia Militar,Fora de serviço,Agente
Rio de Janeiro,"Rua Heitor Carrilho - Cidade Nova, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,CIDADE NOVA,-22.9131882,-43.199445,2024-10-04,06:30:00,Sim,Não,,Tentativa/Roubo,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Não identificado,Polícia Militar,Fora de serviço,Agente
Bahia,"Rua dos Ferroviários - São João do Cabrito, Salvador - BA, Brasil",SALVADOR,SAO JOAO DO CABRITO,-12.901391132627252,-38.48325536199354,2024-10-04,03:30:00,Não,Não,,Ataque a civis,Bar,Pessoa,Morta,31.0,Adulto,Não identificado,Homem cis,Bar,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua dos Ferroviários - São João do Cabrito, Salvador - BA, Brasil",SALVADOR,SAO JOAO DO CABRITO,-12.901391132627252,-38.48325536199354,2024-10-04,03:30:00,Não,Não,,Ataque a civis,Bar,Pessoa,Morta,26.0,Adulto,Não identificado,Homem cis,Bar,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua dos Ferroviários - São João do Cabrito, Salvador - BA, Brasil",SALVADOR,SAO JOAO DO CABRITO,-12.901391132627252,-38.48325536199354,2024-10-04,03:30:00,Não,Não,,Ataque a civis,Bar,Pessoa,Morta,25.0,Adulto,Não identificado,Homem cis,Bar,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua dos Ferroviários - São João do Cabrito, Salvador - BA, Brasil",SALVADOR,SAO JOAO DO CABRITO,-12.901391132627252,-38.48325536199354,2024-10-04,03:30:00,Não,Não,,Ataque a civis,Bar,Pessoa,Ferida,49.0,Adulto,Não identificado,Homem cis,Bar,Chacina,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Moscou I - Castelo Branco, Salvador - BA, Brasil",SALVADOR,CASTELO BRANCO,-12.905707814651738,-38.439760652149566,2024-10-04,05:00:00,Sim,Sim,"PC (CORE), PC (DEIC)",Operação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Vicente Celestino, Morro da Palmeira - Centro, Belford Roxo - RJ, 26112-120, Brasil",BELFORD ROXO,CENTRO,-22.75404265937229,-43.405269933149086,2024-09-29,21:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,34.0,Adulto,Branca,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Complexo do Chapadão, Estr. do Camboatá, Guadalupe, Rio de Janeiro - RJ, 21665-001, Brasil",RIO DE JANEIRO,GUADALUPE,-22.8359023,-43.3804474,2024-10-03,00:00:00,Não,Não,,Disputa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Barros Reis - Morro do Águia - Retiro, Salvador - BA, 41151-010, Brasil",SALVADOR,RETIRO,-12.950300811992545,-38.47356102761533,2024-10-03,17:00:00,Sim,Sim,DRFRV,Tentativa/Roubo,Perseguição,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Barros Reis - Morro do Águia - Retiro, Salvador - BA, 41151-010, Brasil",SALVADOR,RETIRO,-12.950300811992545,-38.47356102761533,2024-10-03,17:00:00,Sim,Sim,DRFRV,Tentativa/Roubo,Perseguição,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Porto dos Mastros - Areal da Ribeira - Ribeira, Salvador - BA, 40421-520, Brasil",SALVADOR,RIBEIRA,-12.916601051815528,-38.4948988436984,2024-10-03,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Porto dos Mastros - Areal da Ribeira - Ribeira, Salvador - BA, 40421-520, Brasil",SALVADOR,RIBEIRA,-12.916601051815528,-38.4948988436984,2024-10-03,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Entregador / Motoboy,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
