uf,endereco,cidade,bairro,latitude,longitude,data_ocorrencia,hora_ocorrencia,presenca_agentes,acao_policial,unidades_policiais,motivo_principal,outros_recortes,tipo,situacao,idade,faixa_etaria,raca,genero,local,circunstancias_vitima,qualificacoes_vitima,status_servico,status_politico,posicao_politico,partido_político,posicao_agente,coorporacao_agente,status_agente,tipo_pessoa
Rio de Janeiro,"Rua Araraquara - Bento Ribeiro, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BENTO RIBEIRO,-22.8711279,-43.3592157,2024-04-13,14:03:00,Sim,Não,,Tentativa/Roubo,Outros,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Evento,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Araraquara - Bento Ribeiro, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,BENTO RIBEIRO,-22.8711279,-43.3592157,2024-04-13,14:03:00,Sim,Não,,Tentativa/Roubo,Outros,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Evento,Sem identificação,Outros,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Favela do Sebinho - Rocha Sobrinho, Mesquita - RJ, 26130-010, Brasil",MESQUITA,ROCHA SOBRINHO,-22.78416587820092,-43.41029269348652,2024-04-12,19:00:00,Sim,Não,,Sequestro/Cárcere Privado,,Pessoa,Morta,44.0,Adulto,Não identificado,Homem cis,Automóvel,Encontro de cadáver,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Sargento,Polícia Militar,Fora de serviço,Agente
Rio de Janeiro,"Praça Soldado Mario Kosel Filho - Anil, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,ANIL,-22.954391,-43.3398526,2024-04-12,20:20:00,Não,Não,,Homicidio/Tentativa,Ataques armados sobre rodas,Pessoa,Ferida,48.0,Adulto,Não identificado,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Praça Soldado Mario Kosel Filho - Anil, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,ANIL,-22.954391,-43.3398526,2024-04-12,20:20:00,Não,Não,,Homicidio/Tentativa,Ataques armados sobre rodas,Pessoa,Morta,54.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Praça Soldado Mario Kosel Filho - Anil, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,ANIL,-22.954391,-43.3398526,2024-04-12,20:20:00,Não,Não,,Homicidio/Tentativa,Ataques armados sobre rodas,Pessoa,Ferida,66.0,Idoso,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Recanto - PHOC I, Camaçari - BA,, Brasil",CAMACARI,NOVA ALIANCA - PHOC I,-12.715668139245883,-38.33662411637718,2024-04-12,23:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,32.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Prof. Sá Nunes, - Cidade Nova, Salvador - BA, 40313-122, Brasil",SALVADOR,CIDADE NOVA,-12.96682238978584,-38.48478800122337,2024-04-12,00:00:00,Sim,Sim,PM,Ação policial,,Pessoa,Morta,18.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"3ª Travessa Garanhuns - Santo Aleixo, Jaboatão dos Guararapes - PE, 54140-262, Brasil",JABOATAO DOS GUARARAPES,SANTO ALEIXO,-8.093526055411296,-35.0174739932191,2024-04-12,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Rua Vasco da Gama - Vasco da Gama, Recife - PE, Brasil",RECIFE,VASCO DA GAMA,-8.0123505,-34.9201043,2024-04-12,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,29.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Sérgio Carneiro, KM 17 - Itapuã, Salvador - BA, 41610-570, Brasil",SALVADOR,ITAPUA,-12.93506195518975,-38.369044382281615,2024-04-12,22:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"R. Prof. Sampaio- Vila Taruma, Queimados - RJ, 26320-160, Brasil",QUEIMADOS,VISTA ALEGRE,-22.7116624472156,-43.57136758028718,2024-04-12,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Rua Padre Januário - Inhaúma, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,INHAUMA,-22.873366,-43.2829365,2024-04-12,20:00:00,Sim,Sim,3 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Automóvel,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Arembepe, Camaçari - BA, Brasil",CAMACARI,AREMBEPE,-12.778476562092369,-38.18458128359973,2024-04-12,02:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,29.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Curva da Morte,  Tancredo Neves, Salvador - BA",SALVADOR,BEIRU/TANCREDO NEVES,-12.94093909220692,-38.452075543099966,2024-04-12,12:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Padre Miguel, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,PADRE MIGUEL,-22.8780905,-43.4482789,2024-04-11,02:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,29.0,Adulto,Branca,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Redenção - Alto Nova Olinda, Olinda - PE, 53180-260, Brasil",OLINDA,AGUAS COMPRIDAS,-7.988384732342189,-34.89614576683228,2024-02-20,00:00:00,Sim,Sim,Radio Patrulha ,Ação policial,,Pessoa,Ferida,23.0,Adulto,Não identificado,Homem cis,Residência,Sem identificação,Outros,Não identificado,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Comunidade do Bode - R. São Luís - Pina, Recife - PE, 51011-270, Brasil",RECIFE,PINA,-8.089643901315197,-34.88836710447899,2024-04-11,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,16.0,Adolescente,Negra,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Conjunto Habitacional Abençoada por Deus - Av. Maurício de Nassau - Iputinga, Recife - PE, 50731-490, Brasil",RECIFE,IPUTINGA,-8.038437,-34.9307499,2024-04-11,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,33.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Camaragibe, PE, Brasil",CAMARAGIBE,NI,-8.0232973,-34.9944969,2024-04-11,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,30.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Jardim Alcântara, São Gonçalo - RJ, Brasil",SÃO GONÇALO,JARDIM ALCANTARA,-22.8272093,-43.0036979,2024-04-11,19:00:00,Sim,Sim,Não identificado,Tentativa/Roubo,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Jardim Alcântara, São Gonçalo - RJ, Brasil",SÃO GONÇALO,JARDIM ALCANTARA,-22.8272093,-43.0036979,2024-04-11,19:00:00,Sim,Sim,Não identificado,Tentativa/Roubo,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Agente de segurança,Não se aplica,Não se aplica,Não se aplica,,Não identificado,Polícia Militar,Fora de serviço,Agente
Bahia,"Baixada do Mirantes de Periperi - Periperi, Salvador - BA, 40720-196, Brasil",SALVADOR,PERIPERI,-12.871130636272412,-38.46701723968578,2024-04-12,03:00:00,Sim,Sim,"CPRC-BTS, 18ª CIPM, CIPT, BTS, BPATAMO, BPFRV, BPFRC, GRAES",Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Baixada do Mirantes de Periperi - Periperi, Salvador - BA, 40720-196, Brasil",SALVADOR,PERIPERI,-12.871130636272412,-38.46701723968578,2024-04-12,03:00:00,Sim,Sim,"CPRC-BTS, 18ª CIPM, CIPT, BTS, BPATAMO, BPFRV, BPFRC, GRAES",Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Baixada do Mirantes de Periperi - Periperi, Salvador - BA, 40720-196, Brasil",SALVADOR,PERIPERI,-12.871130636272412,-38.46701723968578,2024-04-12,03:00:00,Sim,Sim,"CPRC-BTS, 18ª CIPM, CIPT, BTS, BPATAMO, BPFRV, BPFRC, GRAES",Disputa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Baixada do Mirantes de Periperi - Periperi, Salvador - BA, 40720-196, Brasil",SALVADOR,PERIPERI,-12.871130636272412,-38.46701723968578,2024-04-12,03:00:00,Sim,Sim,"CPRC-BTS, 18ª CIPM, CIPT, BTS, BPATAMO, BPFRV, BPFRC, GRAES",Disputa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Novo Eldorado, Queimados - RJ, Brasil",QUEIMADOS,PARAISO,-22.6997617,-43.5480771,2024-04-11,18:02:00,Sim,Sim,24º BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Guine, Pernambués, Salvador - BA, 41110-180, Brasil",SALVADOR,PERNAMBUES,-12.9700119,-38.4607373,2024-04-11,22:00:00,Não,Não,,Sequestro/Cárcere Privado,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto do Cajueiro - R. Raimundo da Conceição - Águas Compridas, Olinda - PE, 53160-110, Brasil",OLINDA,AGUAS COMPRIDAS,-7.9931235057489,-34.899120789384604,2024-04-11,22:11:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,16.0,Adolescente,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Socorro - Mataripe, São Francisco do Conde - BA, 43900-000, Brasil",SAO FRANCISCO DO CONDE,MATARIPE,-12.681877282539505,-38.58333554165119,2024-04-11,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Negra,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia," Santo Antônio do Rio das Pedras, Simões Filho - BA,, Brasil",SIMOES FILHO,SANTO ANTONIO DO RIO DAS PEDRAS,-12.8544815,-38.4181595,2024-04-11,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Negra,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Av. das Américas - Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",RIO DE JANEIRO,BARRA DA TIJUCA,-22.999811276292657,-43.35606686342111,2024-04-10,23:00:00,Não,Não,,Tentativa/Roubo,,Pessoa,Ferida,45.0,Adulto,Branca,Homem cis,Automóvel,Sem identificação,Outros,De folga,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Tijolinho, Nova Holanda - Complexo da Maré, Rio de Janeiro - RJ, 21044-730, Brasil",RIO DE JANEIRO,MARE,-22.855367735984466,-43.24087622043958,2024-04-11,06:52:00,Sim,Sim,COE,Operação policial,,Pessoa,Morta,32.0,Adulto,Negra,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Tijolinho, Nova Holanda - Complexo da Maré, Rio de Janeiro - RJ, 21044-730, Brasil",RIO DE JANEIRO,MARE,-22.855367735984466,-43.24087622043958,2024-04-11,06:52:00,Sim,Sim,COE,Operação policial,,Pessoa,Morta,27.0,Adulto,Não identificado,Homem cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. do Dendê - Morro da Conceição, Recife - PE, 52280-100, Brasil",RECIFE,MORRO DA CONCEICAO,-8.018120708099541,-34.91445583457189,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,25.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. do Dendê - Morro da Conceição, Recife - PE, 52280-100, Brasil",RECIFE,MORRO DA CONCEICAO,-8.018120708099541,-34.91445583457189,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Mulher cis,Sem identificação,Bala perdida,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Aníbal Benévolo - Água Fria, Recife - PE, 52131-085, Brasil",RECIFE,AGUA FRIA,-8.010605665023093,-34.901438490086534,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto da Bela Vista - Coqueiral, Recife - PE, 50920-655, Brasil",RECIFE,COQUEIRAL,-8.0860122904689,-34.96614835916237,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Horta, R. 15 de Abril, Pernambués, Salvador - BA, 41100-214, Brasil",SALVADOR,PERNAMBUES,-12.969459672216129,-38.45379261897964,2024-04-10,16:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,27.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Parque Poliesportivo Ayrton Senna - R. Matias de Albuquerque, 97 - Vila Torres Galvão, Paulista - PE, 53403-305, Brasil",PAULISTA,TORRES GALVAO,-7.955781018144833,-34.870610484133664,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,25.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Leopoldino Canuto de Melo - Caixa D'agua, Olinda - PE, 53210-250, Brasil",OLINDA,CAIXA D'AGUA,-7.998784,-34.9019891,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,20.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Loteamento Nova Aurora - R. Fazendinha - Arthur Lundgren II , Paulista - PE, Brasil",PAULISTA,ARTHUR LUNDGREN II,-7.916777754773012,-34.890297648178745,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,22.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Outros,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Vila Tiradentes, São João de Meriti - RJ, Brasil",SÃO JOÃO DE MERITI,VILA TIRADENTES,-22.7959343,-43.3849625,2024-04-10,18:00:00,Sim,Sim,21 BPM,Ação policial,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"R. Luís Barbosa, Morro dos Macacos - Vila Isabel, Rio de Janeiro - RJ, 20560-010, Brasil",RIO DE JANEIRO,VILA ISABEL,-22.91304978728076,-43.250946339950566,2024-04-10,15:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Outros,Sem identificação,Entregador / Motoboy,Em serviço,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Mirante de Periperi - Salvador, Bahia",SALVADOR,MIRANTES DE PERIPERI,-12.874786504050126,-38.46557662821251,2024-04-10,21:00:00,Sim,Sim,18ª CIPM,Disputa,Tiroteio contínuo,Pessoa,Morta,50.0,Adulto,Negra,Homem cis,Residência,Bala perdida,Outros,De folga,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Av. Gov. Agamenon Magalhães - Cavaleiro, Jaboatão dos Guararapes - PE, 54250-000, Brasil",JABOATAO DOS GUARARAPES,CAVALEIRO,-8.087509374361746,-34.97503420802136,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,19.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Fidalgo - Cassange, Salvador - BA, Brasil",SALVADOR,CASSANGE,-12.8841651,-38.3711243,2024-04-10,01:30:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Calafate - Fazenda Grande do Retiro, Salvador - BA, Brasil",SALVADOR,FAZENDA GRANDE DO RETIRO,-12.9461993841726,-38.47847794125536,2024-04-10,08:00:00,Sim,Sim,PM (PATAMO),Ação policial,,Pessoa,Morta,,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Djalma Dutra, Largo de Sete Portas, Sete Portas - Barbalho, Salvador - BA, Brasil",SALVADOR,BARBALHO,-12.970040294435778,-38.49932827475205,2024-04-10,08:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"R. Santa Rita, Parafuso - Camaçari, BA, Brasil",CAMACARI,PARAFUSO,-12.766717841918922,-38.32686368028318,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Onze - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54330-120, Brasil",JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.168622612336376,-34.928161334380256,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Onze - Cajueiro Seco, Jaboatão dos Guararapes - PE, 54330-120, Brasil",JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.168622612336376,-34.928161334380256,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,19.0,Adulto,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Entre Rios - Santo Aleixo, Jaboatão dos Guararapes - PE, 54120-130, Brasil",JABOATAO DOS GUARARAPES,SANTO ALEIXO,-8.107247283687776,-35.01493057981989,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,22.0,Adulto,Branca,Homem cis,Barbearia,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Prof. Basílio de Magalhães - Várzea, Recife - PE, 50960-380, Brasil",RECIFE,VARZEA,-8.038301033665455,-34.98383561527694,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,33.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,PPTE,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"R. Prof. Basílio de Magalhães - Várzea, Recife - PE, 50960-380, Brasil",RECIFE,VARZEA,-8.038301033665455,-34.98383561527694,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Alto Nova Olinda, Águas Compridas - Olinda - PE, Brasil",OLINDA,AGUAS COMPRIDAS,-7.9921006,-34.8941405,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,20.0,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Vila Holandesa - Alto Santo Antonio, Moreno - PE, 54800-000, Brasil",MORENO,"ALTO DO STO. ANTONIO, N. SRA. DAS GRACAS",-8.107273,-35.0904564,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,33.0,Adulto,Negra,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Pernambuco,"Loteamento Nossa Senhora do Ó - R. Romênia - Pau Amarelo, Paulista - PE, 53431-030, Brasil",PAULISTA,PAU AMARELO,-7.906808919307568,-34.83558656062867,2024-04-09,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Ferida,30.0,Adulto,Não identificado,Homem cis,Residência,Sem identificação,"Outros,PPTE",Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Av. Alm. de Saldanha, Parque Petropolis, Dias d'Ávila - BA, 42850-000, Brasil",DIAS D'AVILA,PARQUE PETROPOLIS,-12.625896375581586,-38.29176631990473,2024-04-10,00:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,38.0,Adulto,Negra,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Yolanda, São Caetano, Salvador - BA, 40391-408, Brasil",SALVADOR,SAO CAETANO,-12.9294858,-38.4767591,2024-04-09,21:30:00,Não,Não,,Tentativa/Roubo,,Pessoa,Morta,15.0,Adolescente,Negra,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Morro do 48- Bangu, Rio de Janeiro - RJ, 23020-320, Brasil",RIO DE JANEIRO,BANGU,-22.894855591283346,-43.478052649417776,2024-04-09,11:00:00,Sim,Sim,14 BPM,Ação policial,,Pessoa,Ferida,,Adulto,Não identificado,Homem cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Bahia,"Rua Neide Gama - Engenho Velho da Federacao, Salvador - BA, 40220-085, Brasil",SALVADOR,ENGENHO VELHO DA FEDERACAO,-13.001619082306286,-38.49387030363541,2024-04-09,19:00:00,Não,Não,,Homicidio/Tentativa,,Pessoa,Morta,,Adulto,Negra,Mulher cis,Sem identificação,Sem identificação,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
Rio de Janeiro,"Avenida Dom Hélder Câmara - Del Castilho, Rio de Janeiro - RJ, Brasil",RIO DE JANEIRO,DEL CASTILHO,-22.8811046,-43.2720886,2024-04-09,14:00:00,Não,Não,,Disputa,,Pessoa,Morta,,Adulto,Não identificado,Homem cis,Sem identificação,Encontro de cadáver,Não identificado,Não se aplica,Não se aplica,Não se aplica,,Não se aplica,Não se aplica,Não se aplica,Civíl
