uf,cidade,bairro,latitude,longitude,data_ocorrencia,fonte_ocorrencia,presenca_agentes,acao_policial,civis_mortos_ocorrencia,civis_feridos_ocorrencia,agentes_mortos_ocorrencia,agentes_feridos_ocorrencia,chacina_ocorrencia,motivo_principal,color,mortos_total,feridos_total,mes
Rio de Janeiro,RIO DE JANEIRO,BARRA DA TIJUCA,-23.01103593662196,-43.32809696322936,2024-11-12 13:30:00,Imprensa,Não,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,11
Pernambuco,RECIFE,AFOGADOS,-8.0723006,-34.9132883,2024-11-12 12:40:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8824151,-43.3352074,2024-11-12 02:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,MORENO,"GALINHA D'AGUA, ALTO DA LIBERDADE",-8.123573789554467,-35.10648074787216,2024-11-11 23:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.818024,-43.289494,2024-11-12 10:00:00,Imprensa,Sim,Não,,1.0,,1.0,Não,Homicidio/Tentativa,#fe9600,,2.0,11
Pernambuco,JABOATAO DOS GUARARAPES,CAJUEIRO SECO,-8.177611229528628,-34.93594847535267,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,CAMARAGIBE,SAO JOAO E SAO PAULO,-7.997561759471255,-35.00493780671538,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,CAMARAGIBE,TIMBI,-8.018128356715287,-34.988174832528514,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,IPUTINGA,-8.0430828,-34.9358904,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,PERIPERI,-12.8702788,-38.4729947,2024-11-12 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,SANTA TEREZA,-22.7519033,-43.3520489,2024-11-11 22:00:00,Polícia,Sim,Sim,,2.0,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,ITAIPU,-22.7279208,-43.4261961,2024-11-09 00:30:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,ANDRADE ARAUJO,-22.7455917,-43.42124889999999,2024-11-10 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,MATA ESCURA,-12.9317896,-38.4578133,2024-11-11 17:00:00,Imprensa,Não,Não,,1.0,,,Não,Briga,#fe9600,,,11
Pernambuco,PAULISTA,PAU AMARELO,-7.9042339,-34.8372532,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,FEDERACAO,-12.996918247347292,-38.50841109940567,2024-11-11 13:00:00,Imprensa,Não,Não,,1.0,,,Não,Não identificado,#fe9600,,,11
Bahia,SIMOES FILHO,NI,-12.751372374446856,-38.43349099049678,2024-11-11 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,SAO LOURENCO DA MATA,NOSSA SENHORA DA LUZ,-8.006804815312071,-35.18305732949328,2024-11-10 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,CAMARAGIBE,SANTANA,-8.0117186,-35.0062138,2024-11-10 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,LIBERDADE,-12.949552125950811,-38.49211916137696,2024-11-10 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Briga,#fe9600,,,11
Pernambuco,PAULISTA,PARQUE DO JANGA,-7.934429268825376,-34.847526730146086,2024-11-10 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,PORTO DA MADEIRA,-8.00661797491224,-34.89126189419133,2024-11-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,BRASILIA TEIMOSA,-8.083379333390534,-34.877430181208,2024-11-10 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,PECHINCHA,-22.933432,-43.3575941,2024-11-11 07:55:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,INHAUMA,-22.873814418789635,-43.278406556561286,2024-11-10 15:30:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,NARANDIBA,-12.954595567992625,-38.44790225634499,2024-11-10 18:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CASCADURA,-22.8824151,-43.3352074,2024-11-10 15:00:00,Imprensa,Sim,Sim,,2.0,,,Não,Tentativa/Roubo,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,JARDIM CARIOCA,-22.8057705,-43.1932173,2024-11-10 16:20:00,Usuário,Não,Não,,,,,Não,Tiros a esmo,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,ENGENHO NOVO,-22.91415759,-43.27594336,2024-11-10 10:00:00,Imprensa,Sim,Sim,,,,1.0,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,ENGENHO VELHO DA FEDERACAO,-12.9987454,-38.4945917,2024-11-09 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,ONDINA,-13.008641640355474,-38.50058082586427,2024-11-09 02:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,TODOS OS SANTOS,-22.8946152,-43.2839053,2024-11-10 09:45:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,VISTA ALEGRE,-22.8061151,-42.9646323,2024-11-10 00:10:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91189634,-43.25524243,2024-11-10 03:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,BANGU,-22.852295,-43.4638509,2024-11-09 15:00:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Bahia,SALVADOR,DOM AVELAR,-12.90229478693584,-38.44446767116435,2024-11-09 15:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,PARQUE DUQUE,-22.79921278621535,-43.29035350208095,2024-11-09 15:20:00,Imprensa,Sim,Sim,,,,,Não,Tentativa/Roubo,#fe9600,,,11
Bahia,SALVADOR,CALCADA,-12.941141491643569,-38.50349729021631,2024-11-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,PARIPE,-12.841835832122982,-38.45753335460462,2024-11-09 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,NOVA IGUAÇU,LAGOINHA,-22.80067483396258,-43.59892359679636,2024-11-09 02:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,CANDEIAS,AREIA,-12.672670595989802,-38.54248456401751,2024-11-09 03:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,OLINDA,OURO PRETO,-7.9978293,-34.8711051,2024-11-09 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.914318591750902,-43.26125509262084,2024-11-09 11:25:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91330072096176,-43.25640565872192,2024-11-09 10:47:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Pernambuco,GOIANA,GOIANA,-7.558681388883586,-34.99613175590201,2024-11-08 00:00:00,Usuário,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,NOVA DESCOBERTA,-7.999621599999999,-34.9281835,2024-11-08 15:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,PERO VAZ,-12.9534968,-38.4866524,2024-11-08 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Disputa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CACHAMBI,-22.8860986,-43.27954750000001,2024-11-09 01:26:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,NITERÓI,ENGENHOCA,-22.8747055,-43.0897687,2024-11-08 15:00:00,Polícia,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,ITABORAÍ,VILA RICA,-22.7193665,-42.8429832,2024-11-07 15:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,NITERÓI,FONSECA,-22.8761717,-43.0967065,2024-11-08 18:30:00,Imprensa,Sim,Não,,,1.0,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,NORDESTE DE AMARALINA,-13.010041860129451,-38.474767202740686,2024-11-08 17:30:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,PAULISTA,MARANGUAPE II,-7.9347095,-34.8582747,2024-11-07 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,IPUTINGA,-8.032001584732061,-34.94099316422712,2024-11-07 00:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Operação policial,#fe9600,,,11
Rio de Janeiro,NITERÓI,FONSECA,-22.8850184,-43.1015598,2024-11-07 11:00:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,CABO DE SANTO AGOSTINHO,CHARNEQUINHA,-8.297236429065025,-35.046579513910395,2024-11-07 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,PINA,-8.091220307876657,-34.8897284316807,2024-11-07 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,CIDADE NOVA,-12.9669296,-38.484087,2024-11-08 02:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,PERNAMBUES,-12.972273400029444,-38.46182621971276,2024-11-08 02:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,CURUZU,-12.94532299422363,-38.4849430552954,2024-11-08 05:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA KOSMOS,-22.8485621,-43.3042385,2024-11-07 21:40:00,Imprensa,Sim,Sim,3.0,1.0,,,Sim,Tentativa/Roubo,#fe0000,,,11
Bahia,SALVADOR,BROTAS,-12.9879986,-38.4949994,2024-11-07 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA VALQUEIRE,-22.8776347,-43.3637152,2024-11-07 17:30:00,Usuário,Não,Não,,,,,Não,Tentativa/Roubo,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CORDOVIL,-22.82007088,-43.29432515,2024-11-07 15:00:00,Imprensa,Sim,Sim,,,,3.0,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.7917501,-43.3888872,2024-11-07 16:43:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,BARREIRAS,-12.9460198188535,-38.455058821771416,2024-11-07 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,VENDA DA CRUZ,-22.8589608,-43.0854563,2024-11-06 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,11
Pernambuco,RECIFE,ARRUDA,-8.02768886684274,-34.893126112291995,2024-11-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,SAN MARTIN,-8.075167199959418,-34.92479404747789,2024-11-06 00:00:00,Imprensa,Não,Não,,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,GRAMACHO,-22.7529678,-43.29116947,2024-11-06 10:32:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,MORRO DO CASTRO,-22.86656442,-43.06869533,2024-11-07 09:43:00,Polícia,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,COSME DE FARIAS,-12.977160953146894,-38.490667498112856,2024-11-06 22:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,OLINDA,PEIXINHOS,-8.013118799999999,-34.8723992,2024-11-05 00:00:00,Imprensa,Sim,Não,,1.0,,1.0,Não,Suicídio,#fe9600,,2.0,11
Bahia,SALVADOR,CABULA,-12.9588083,-38.470602,2024-11-06 23:45:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,SAO BENTO,-22.7324584,-43.3141003,2024-11-07 05:47:00,Polícia,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,ARENOSO,-12.944326844716665,-38.44395692527007,2024-11-06 15:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,BANGU,-22.853885083289985,-43.45821422787608,2024-11-06 15:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,CAMACARI,BURISATUBA,-12.7132991,-38.3425651,2024-11-06 15:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,ITAPUA,-12.93702908548862,-38.36021455131186,2024-11-06 13:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,COLUBANDE,-22.841892,-43.024139,2024-11-06 10:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,NITERÓI,ICARAI,-22.909622060022368,-43.10199331034241,2024-11-06 07:50:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,BROTAS,-12.988754972452206,-38.47678013065502,2024-11-05 21:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,ITAPUA,-12.938049499392864,-38.34938561970942,2024-11-06 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,COMPORTAS,-8.186780487555538,-34.958723656057835,2024-11-05 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,VILA ISABEL,-22.91141210250733,-43.25363310459106,2024-11-06 02:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Bahia,SALVADOR,COSME DE FARIAS,-12.977331172594772,-38.49098397116434,2024-11-05 20:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,MARECHAL RONDON,-12.915903,-38.4698543,2024-11-06 01:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,MANGUINHOS,-22.88141647,-43.24832637,2024-11-06 06:10:00,Imprensa,Sim,Sim,,,,,Não,Operação policial,#fe9600,,,11
Bahia,SALVADOR,IMBUI,-12.969094197917736,-38.43803940223461,2024-11-05 20:30:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.7914928,-43.3915213,2024-11-06 04:50:00,Imprensa,Sim,Sim,3.0,,,,Sim,Ação policial,#fe0000,,,11
Rio de Janeiro,RIO DE JANEIRO,TAQUARA,-22.91166165520469,-43.41437615513122,2024-11-05 16:19:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Bahia,VERA CRUZ,VERA CRUZ,-13.0709791,-38.7354781,2024-11-05 11:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,RECIFE,JARDIM SAO PAULO,-8.0811894,-34.9380061,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.7924113,-43.3916241,2024-11-05 15:20:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,MANGUEIRA,-22.90514541,-43.23489755,2024-11-05 13:11:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Bahia,SIMOES FILHO,SIMOES FILHO I,-12.782747280677183,-38.3711450902748,2024-11-05 05:30:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,CENTENARIO,-22.77252271,-43.30980255,2024-11-05 12:06:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,CENTENARIO,-22.76428185080473,-43.3112969622016,2024-11-05 11:04:00,Usuário,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,RECIFE,AGUA FRIA,-8.0172177,-34.8968986,2024-11-04 00:00:00,Imprensa,Não,Não,,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,NITERÓI,ILHA DA CONCEICAO,-22.868775582086244,-43.12154012145692,2024-11-03 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Não identificado,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,BARRA DE JANGADA,-8.21809947221044,-34.932359389205345,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,CAMARAGIBE,BAIRRO NOVO DO CARMELO,-8.0250185,-34.9751327,2024-11-04 23:45:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,MACAXEIRA,-8.0065047,-34.9297981,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,CANDEIAS,-8.194913199013921,-34.935141815668864,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,SAO BENTO,-22.732687,-43.3111709,2024-11-02 10:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,BOM PASTOR,-22.75032789,-43.37370452,2024-11-04 03:00:00,Imprensa,Não,Não,2.0,1.0,,,Não,Disputa,#fe9600,,,11
Rio de Janeiro,NITERÓI,BADU,-22.902390302755716,-43.055002609787,2024-11-04 08:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.7941924,-43.3932687,2024-11-04 22:50:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,OLARIA,-22.8487261,-43.2666279,2024-11-04 14:00:00,Polícia,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,CAMPOS ELISEOS,-22.71583,-43.2618217,2024-11-04 16:00:00,Polícia,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,BANGU,-22.85319795,-43.47059105,2024-11-04 17:09:00,Usuário,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Pernambuco,OLINDA,BULTRINS,-7.9984838,-34.8481398,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Tentativa/Roubo,#fe9600,,,11
Pernambuco,RECIFE,JARDIM SAO PAULO,-8.0799471,-34.942802,2024-11-02 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,RIO VERMELHO,-13.008937573403465,-38.49208785118415,2024-11-04 10:00:00,Imprensa,Não,Não,,1.0,,,Não,Tortura,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,SANTANA,-8.127428,-34.9864861,2024-11-03 03:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,LOBATO,-12.922268868527626,-38.491836715875046,2024-11-04 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,JARDIM JORDAO,-8.1404591,-34.9424844,2024-11-03 22:20:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,NI,-22.7605591,-43.4037201,2024-11-04 08:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,CAVALCANTI,-22.869447,-43.3176696,2024-11-03 11:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,MARECHAL RONDON,-12.91231837298968,-38.46952137728402,2024-11-04 04:00:00,Imprensa,Sim,Sim,1.0,,,,Não,Ação policial,#fe9600,,,11
Pernambuco,OLINDA,AGUAZINHA,-7.9994238,-34.8843174,2024-11-03 00:00:00,Imprensa,Não,Não,2.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,AGUA FRIA,-8.017537901251176,-34.89997271032433,2024-11-02 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,ALTO DA TEREZINHA,-12.873718733500064,-38.471931182278034,2024-11-04 08:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,JABOATAO DOS GUARARAPES,SOCORRO,-8.1089412,-34.9844804,2024-11-02 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Pernambuco,RECIFE,PASSARINHO,-7.9795661,-34.9181994,2024-11-03 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,GRADIM,-22.8266837,-43.0845289,2024-11-03 11:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Bahia,SALVADOR,CAJAZEIRAS X,-12.89424235227552,-38.40960137676485,2024-11-03 23:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,CENTRO,-12.984679919957996,-38.51786292343164,2024-11-03 21:00:00,Imprensa,Sim,Não,,1.0,,,Não,Tentativa/Roubo,#fe9600,,,11
Rio de Janeiro,SÃO JOÃO DE MERITI,EDEN,-22.79417585963527,-43.39417017996311,2024-11-04 05:35:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Bahia,DIAS D'AVILA,SANTA HELENA,-12.603672777723052,-38.31636625872193,2024-11-03 15:00:00,Imprensa,Não,Não,1.0,1.0,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,MATA DE SAO JOAO,ENTROCAMENTO,-12.528064618709676,-38.30852419173128,2024-09-05 00:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,9
Bahia,MATA DE SAO JOAO,CENTRO,-12.526895392580188,-38.30106897983784,2024-11-03 00:35:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Bahia,MATA DE SAO JOAO,CENTRO,-12.526895392580188,-38.30106897983784,2024-11-02 23:30:00,Imprensa,Não,Não,,,,,Não,Disputa,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,MARE,-22.8723298,-43.2390005,2024-11-03 17:36:00,Usuário,Não,Não,,,,,Não,Tiros a esmo,#fe9600,,,11
Bahia,CAMACARI,PARQUE VERDE I,-12.72757384002741,-38.32967953628125,2024-11-01 00:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Rio de Janeiro,SÃO GONÇALO,GRADIM,-22.8266837,-43.0845289,2024-11-03 09:00:00,Imprensa,Sim,Sim,,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,LAGOA,-22.9708703,-43.2173855,2024-11-03 09:30:00,Imprensa,Sim,Não,1.0,1.0,,,Não,Tentativa/Roubo,#fe9600,,,11
Bahia,SALVADOR,BEIRU/TANCREDO NEVES,-12.95130689915947,-38.45286413436051,2024-11-02 23:00:00,Imprensa,Sim,Sim,2.0,,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,RIO DE JANEIRO,HUMAITA,-22.9583706,-43.1973585,2024-11-03 06:00:00,Usuário,Não,Não,,,,,Não,Tentativa/Roubo,#fe9600,,,11
Bahia,SALVADOR,VALERIA,-12.867366768597432,-38.42931373436259,2024-11-02 12:30:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Rio de Janeiro,BELFORD ROXO,PAULINE,-22.73358845,-43.3616661,2024-11-02 23:00:00,Usuário,Não,Não,,,,,Não,Não identificado,#fe9600,,,11
Rio de Janeiro,DUQUE DE CAXIAS,SARACURUNA,-22.6681835,-43.2545686,2024-11-03 03:00:00,Imprensa,Sim,Sim,,1.0,,,Não,Ação policial,#fe9600,,,11
Bahia,CAMACARI,NOVA VITORIA,-12.702007003471293,-38.31632180738288,2024-11-03 02:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
Bahia,SALVADOR,PERNAMBUES,-12.966376214340638,-38.457055560709016,2024-11-02 22:00:00,Imprensa,Não,Não,1.0,,,,Não,Homicidio/Tentativa,#fe9600,,,11
